"Game","GameTime","Player","PropType","MarketType","Line","Odds","Bookmaker","Timestamp"
"Phoenix Suns @ Orlando Magic","2026-03-31T23:10:00Z","Collin Gillespie","player_steals","Over","1.5","2.78","FanDuel","2026-03-31 11:24:25"
"Phoenix Suns @ Orlando Magic","2026-03-31T23:10:00Z","Collin Gillespie","player_steals","Under","1.5","1.41","FanDuel","2026-03-31 11:24:25"
"Phoenix Suns @ Orlando Magic","2026-03-31T23:10:00Z","Desmond Bane","player_threes","Over","1.5","1.53","FanDuel","2026-03-31 11:24:25"
"Phoenix Suns @ Orlando Magic","2026-03-31T23:10:00Z","Desmond Bane","player_threes","Under","1.5","2.4","FanDuel","2026-03-31 11:24:25"
"Phoenix Suns @ Orlando Magic","2026-03-31T23:10:00Z","Dillon Brooks","player_threes","Over","1.5","1.91","FanDuel","2026-03-31 11:24:25"
"Phoenix Suns @ Orlando Magic","2026-03-31T23:10:00Z","Dillon Brooks","player_threes","Under","1.5","1.83","FanDuel","2026-03-31 11:24:25"
"Phoenix Suns @ Orlando Magic","2026-03-31T23:10:00Z","Devin Booker","player_threes","Over","2.5","2.26","FanDuel","2026-03-31 11:24:25"
"Phoenix Suns @ Orlando Magic","2026-03-31T23:10:00Z","Devin Booker","player_threes","Under","2.5","1.6","FanDuel","2026-03-31 11:24:25"
"Phoenix Suns @ Orlando Magic","2026-03-31T23:10:00Z","Paolo Banchero","player_threes","Over","1.5","2.48","FanDuel","2026-03-31 11:24:25"
"Phoenix Suns @ Orlando Magic","2026-03-31T23:10:00Z","Paolo Banchero","player_threes","Under","1.5","1.5","FanDuel","2026-03-31 11:24:25"
"Phoenix Suns @ Orlando Magic","2026-03-31T23:10:00Z","Tristan da Silva","player_threes","Over","1.5","1.77","FanDuel","2026-03-31 11:24:25"
"Phoenix Suns @ Orlando Magic","2026-03-31T23:10:00Z","Tristan da Silva","player_threes","Under","1.5","1.98","FanDuel","2026-03-31 11:24:25"
"Phoenix Suns @ Orlando Magic","2026-03-31T23:10:00Z","Jalen Suggs","player_threes","Over","1.5","1.5","FanDuel","2026-03-31 11:24:25"
"Phoenix Suns @ Orlando Magic","2026-03-31T23:10:00Z","Jalen Suggs","player_threes","Under","1.5","2.48","FanDuel","2026-03-31 11:24:25"
"Phoenix Suns @ Orlando Magic","2026-03-31T23:10:00Z","Grayson Allen","player_threes","Over","3.5","2.46","FanDuel","2026-03-31 11:24:25"
"Phoenix Suns @ Orlando Magic","2026-03-31T23:10:00Z","Grayson Allen","player_threes","Under","3.5","1.51","FanDuel","2026-03-31 11:24:25"
"Phoenix Suns @ Orlando Magic","2026-03-31T23:10:00Z","Collin Gillespie","player_threes","Over","2.5","1.66","FanDuel","2026-03-31 11:24:25"
"Phoenix Suns @ Orlando Magic","2026-03-31T23:10:00Z","Collin Gillespie","player_threes","Under","2.5","2.14","FanDuel","2026-03-31 11:24:25"
"Phoenix Suns @ Orlando Magic","2026-03-31T23:10:00Z","Jalen Green","player_threes","Over","2.5","1.6","FanDuel","2026-03-31 11:24:25"
"Phoenix Suns @ Orlando Magic","2026-03-31T23:10:00Z","Jalen Green","player_threes","Under","2.5","2.24","FanDuel","2026-03-31 11:24:25"
"Phoenix Suns @ Orlando Magic","2026-03-31T23:10:00Z","Jevon Carter","player_threes","Over","1.5","2.26","FanDuel","2026-03-31 11:24:25"
"Phoenix Suns @ Orlando Magic","2026-03-31T23:10:00Z","Jevon Carter","player_threes","Under","1.5","1.6","FanDuel","2026-03-31 11:24:25"
"Phoenix Suns @ Orlando Magic","2026-03-31T23:10:00Z","Devin Booker","player_assists","Over","5.5","1.75","DraftKings","2026-03-31 11:24:25"
"Phoenix Suns @ Orlando Magic","2026-03-31T23:10:00Z","Devin Booker","player_assists","Under","5.5","2.02","DraftKings","2026-03-31 11:24:25"
"Phoenix Suns @ Orlando Magic","2026-03-31T23:10:00Z","Jalen Suggs","player_assists","Over","5.5","1.93","DraftKings","2026-03-31 11:24:25"
"Phoenix Suns @ Orlando Magic","2026-03-31T23:10:00Z","Jalen Suggs","player_assists","Under","5.5","1.81","DraftKings","2026-03-31 11:24:25"
"Phoenix Suns @ Orlando Magic","2026-03-31T23:10:00Z","Paolo Banchero","player_assists","Over","5.5","2.18","DraftKings","2026-03-31 11:24:25"
"Phoenix Suns @ Orlando Magic","2026-03-31T23:10:00Z","Paolo Banchero","player_assists","Under","5.5","1.64","DraftKings","2026-03-31 11:24:25"
"Phoenix Suns @ Orlando Magic","2026-03-31T23:10:00Z","Collin Gillespie","player_assists","Over","3.5","1.62","DraftKings","2026-03-31 11:24:25"
"Phoenix Suns @ Orlando Magic","2026-03-31T23:10:00Z","Collin Gillespie","player_assists","Under","3.5","2.21","DraftKings","2026-03-31 11:24:25"
"Phoenix Suns @ Orlando Magic","2026-03-31T23:10:00Z","Desmond Bane","player_assists","Over","3.5","1.64","DraftKings","2026-03-31 11:24:25"
"Phoenix Suns @ Orlando Magic","2026-03-31T23:10:00Z","Desmond Bane","player_assists","Under","3.5","2.19","DraftKings","2026-03-31 11:24:25"
"Phoenix Suns @ Orlando Magic","2026-03-31T23:10:00Z","Jalen Green","player_assists","Over","3.5","2.13","DraftKings","2026-03-31 11:24:25"
"Phoenix Suns @ Orlando Magic","2026-03-31T23:10:00Z","Jalen Green","player_assists","Under","3.5","1.67","DraftKings","2026-03-31 11:24:25"
"Phoenix Suns @ Orlando Magic","2026-03-31T23:10:00Z","Grayson Allen","player_assists","Over","3.5","2.14","DraftKings","2026-03-31 11:24:25"
"Phoenix Suns @ Orlando Magic","2026-03-31T23:10:00Z","Grayson Allen","player_assists","Under","3.5","1.67","DraftKings","2026-03-31 11:24:25"
"Phoenix Suns @ Orlando Magic","2026-03-31T23:10:00Z","Oso Ighodaro","player_assists","Over","2.5","1.62","DraftKings","2026-03-31 11:24:25"
"Phoenix Suns @ Orlando Magic","2026-03-31T23:10:00Z","Oso Ighodaro","player_assists","Under","2.5","2.22","DraftKings","2026-03-31 11:24:25"
"Phoenix Suns @ Orlando Magic","2026-03-31T23:10:00Z","Devin Booker","player_points","Over","26.5","1.87","DraftKings","2026-03-31 11:24:25"
"Phoenix Suns @ Orlando Magic","2026-03-31T23:10:00Z","Devin Booker","player_points","Under","26.5","1.9","DraftKings","2026-03-31 11:24:25"
"Phoenix Suns @ Orlando Magic","2026-03-31T23:10:00Z","Paolo Banchero","player_points","Over","22.5","1.84","DraftKings","2026-03-31 11:24:25"
"Phoenix Suns @ Orlando Magic","2026-03-31T23:10:00Z","Paolo Banchero","player_points","Under","22.5","1.93","DraftKings","2026-03-31 11:24:25"
"Phoenix Suns @ Orlando Magic","2026-03-31T23:10:00Z","Jalen Green","player_points","Over","21.5","1.84","DraftKings","2026-03-31 11:24:25"
"Phoenix Suns @ Orlando Magic","2026-03-31T23:10:00Z","Jalen Green","player_points","Under","21.5","1.93","DraftKings","2026-03-31 11:24:25"
"Phoenix Suns @ Orlando Magic","2026-03-31T23:10:00Z","Desmond Bane","player_points","Over","19.5","1.8","DraftKings","2026-03-31 11:24:25"
"Phoenix Suns @ Orlando Magic","2026-03-31T23:10:00Z","Desmond Bane","player_points","Under","19.5","1.98","DraftKings","2026-03-31 11:24:25"
"Phoenix Suns @ Orlando Magic","2026-03-31T23:10:00Z","Jalen Suggs","player_points","Over","14.5","1.96","DraftKings","2026-03-31 11:24:25"
"Phoenix Suns @ Orlando Magic","2026-03-31T23:10:00Z","Jalen Suggs","player_points","Under","14.5","1.81","DraftKings","2026-03-31 11:24:25"
"Phoenix Suns @ Orlando Magic","2026-03-31T23:10:00Z","Dillon Brooks","player_points","Over","13.5","1.79","DraftKings","2026-03-31 11:24:25"
"Phoenix Suns @ Orlando Magic","2026-03-31T23:10:00Z","Dillon Brooks","player_points","Under","13.5","1.99","DraftKings","2026-03-31 11:24:25"
"Phoenix Suns @ Orlando Magic","2026-03-31T23:10:00Z","Grayson Allen","player_points","Over","13.5","1.79","DraftKings","2026-03-31 11:24:25"
"Phoenix Suns @ Orlando Magic","2026-03-31T23:10:00Z","Grayson Allen","player_points","Under","13.5","1.98","DraftKings","2026-03-31 11:24:25"
"Phoenix Suns @ Orlando Magic","2026-03-31T23:10:00Z","Collin Gillespie","player_points","Over","11.5","1.79","DraftKings","2026-03-31 11:24:25"
"Phoenix Suns @ Orlando Magic","2026-03-31T23:10:00Z","Collin Gillespie","player_points","Under","11.5","2.0","DraftKings","2026-03-31 11:24:25"
"Phoenix Suns @ Orlando Magic","2026-03-31T23:10:00Z","Wendell Carter Jr","player_points","Over","10.5","1.83","DraftKings","2026-03-31 11:24:25"
"Phoenix Suns @ Orlando Magic","2026-03-31T23:10:00Z","Wendell Carter Jr","player_points","Under","10.5","1.94","DraftKings","2026-03-31 11:24:25"
"Phoenix Suns @ Orlando Magic","2026-03-31T23:10:00Z","Tristan da Silva","player_points","Over","10.5","1.85","DraftKings","2026-03-31 11:24:25"
"Phoenix Suns @ Orlando Magic","2026-03-31T23:10:00Z","Tristan da Silva","player_points","Under","10.5","1.92","DraftKings","2026-03-31 11:24:25"
"Phoenix Suns @ Orlando Magic","2026-03-31T23:10:00Z","Oso Ighodaro","player_points","Over","8.5","1.81","DraftKings","2026-03-31 11:24:25"
"Phoenix Suns @ Orlando Magic","2026-03-31T23:10:00Z","Oso Ighodaro","player_points","Under","8.5","1.96","DraftKings","2026-03-31 11:24:25"
"Phoenix Suns @ Orlando Magic","2026-03-31T23:10:00Z","Jevon Carter","player_points","Over","6.5","1.88","DraftKings","2026-03-31 11:24:25"
"Phoenix Suns @ Orlando Magic","2026-03-31T23:10:00Z","Jevon Carter","player_points","Under","6.5","1.88","DraftKings","2026-03-31 11:24:25"
"Phoenix Suns @ Orlando Magic","2026-03-31T23:10:00Z","Paolo Banchero","player_rebounds","Over","8.5","2.07","DraftKings","2026-03-31 11:24:25"
"Phoenix Suns @ Orlando Magic","2026-03-31T23:10:00Z","Paolo Banchero","player_rebounds","Under","8.5","1.71","DraftKings","2026-03-31 11:24:25"
"Phoenix Suns @ Orlando Magic","2026-03-31T23:10:00Z","Wendell Carter Jr","player_rebounds","Over","7.5","1.88","DraftKings","2026-03-31 11:24:25"
"Phoenix Suns @ Orlando Magic","2026-03-31T23:10:00Z","Wendell Carter Jr","player_rebounds","Under","7.5","1.87","DraftKings","2026-03-31 11:24:25"
"Phoenix Suns @ Orlando Magic","2026-03-31T23:10:00Z","Oso Ighodaro","player_rebounds","Over","6.5","1.75","DraftKings","2026-03-31 11:24:25"
"Phoenix Suns @ Orlando Magic","2026-03-31T23:10:00Z","Oso Ighodaro","player_rebounds","Under","6.5","2.01","DraftKings","2026-03-31 11:24:25"
"Phoenix Suns @ Orlando Magic","2026-03-31T23:10:00Z","Jalen Green","player_rebounds","Over","4.5","1.96","DraftKings","2026-03-31 11:24:25"
"Phoenix Suns @ Orlando Magic","2026-03-31T23:10:00Z","Jalen Green","player_rebounds","Under","4.5","1.79","DraftKings","2026-03-31 11:24:25"
"Phoenix Suns @ Orlando Magic","2026-03-31T23:10:00Z","Tristan da Silva","player_rebounds","Over","4.5","2.1","DraftKings","2026-03-31 11:24:25"
"Phoenix Suns @ Orlando Magic","2026-03-31T23:10:00Z","Tristan da Silva","player_rebounds","Under","4.5","1.69","DraftKings","2026-03-31 11:24:25"
"Phoenix Suns @ Orlando Magic","2026-03-31T23:10:00Z","Jalen Suggs","player_rebounds","Over","3.5","1.69","DraftKings","2026-03-31 11:24:25"
"Phoenix Suns @ Orlando Magic","2026-03-31T23:10:00Z","Jalen Suggs","player_rebounds","Under","3.5","2.1","DraftKings","2026-03-31 11:24:25"
"Phoenix Suns @ Orlando Magic","2026-03-31T23:10:00Z","Devin Booker","player_rebounds","Over","3.5","1.71","DraftKings","2026-03-31 11:24:25"
"Phoenix Suns @ Orlando Magic","2026-03-31T23:10:00Z","Devin Booker","player_rebounds","Under","3.5","2.06","DraftKings","2026-03-31 11:24:25"
"Phoenix Suns @ Orlando Magic","2026-03-31T23:10:00Z","Collin Gillespie","player_rebounds","Over","3.5","1.76","DraftKings","2026-03-31 11:24:25"
"Phoenix Suns @ Orlando Magic","2026-03-31T23:10:00Z","Collin Gillespie","player_rebounds","Under","3.5","1.99","DraftKings","2026-03-31 11:24:25"
"Phoenix Suns @ Orlando Magic","2026-03-31T23:10:00Z","Desmond Bane","player_rebounds","Over","3.5","1.83","DraftKings","2026-03-31 11:24:25"
"Phoenix Suns @ Orlando Magic","2026-03-31T23:10:00Z","Desmond Bane","player_rebounds","Under","3.5","1.91","DraftKings","2026-03-31 11:24:25"
"Phoenix Suns @ Orlando Magic","2026-03-31T23:10:00Z","Grayson Allen","player_rebounds","Over","2.5","1.99","DraftKings","2026-03-31 11:24:25"
"Phoenix Suns @ Orlando Magic","2026-03-31T23:10:00Z","Grayson Allen","player_rebounds","Under","2.5","1.76","DraftKings","2026-03-31 11:24:25"
"Phoenix Suns @ Orlando Magic","2026-03-31T23:10:00Z","Jalen Suggs","player_steals","Over","1.5","2.08","DraftKings","2026-03-31 11:24:25"
"Phoenix Suns @ Orlando Magic","2026-03-31T23:10:00Z","Jalen Suggs","player_steals","Under","1.5","1.7","DraftKings","2026-03-31 11:24:25"
"Phoenix Suns @ Orlando Magic","2026-03-31T23:10:00Z","Jalen Green","player_steals","Over","1.5","2.65","DraftKings","2026-03-31 11:24:25"
"Phoenix Suns @ Orlando Magic","2026-03-31T23:10:00Z","Jalen Green","player_steals","Under","1.5","1.45","DraftKings","2026-03-31 11:24:25"
"Phoenix Suns @ Orlando Magic","2026-03-31T23:10:00Z","Desmond Bane","player_steals","Over","0.5","1.42","DraftKings","2026-03-31 11:24:25"
"Phoenix Suns @ Orlando Magic","2026-03-31T23:10:00Z","Desmond Bane","player_steals","Under","0.5","2.77","DraftKings","2026-03-31 11:24:25"
"Phoenix Suns @ Orlando Magic","2026-03-31T23:10:00Z","Collin Gillespie","player_threes","Over","2.5","1.61","DraftKings","2026-03-31 11:24:25"
"Phoenix Suns @ Orlando Magic","2026-03-31T23:10:00Z","Collin Gillespie","player_threes","Under","2.5","2.24","DraftKings","2026-03-31 11:24:25"
"Phoenix Suns @ Orlando Magic","2026-03-31T23:10:00Z","Grayson Allen","player_threes","Over","2.5","1.61","DraftKings","2026-03-31 11:24:25"
"Phoenix Suns @ Orlando Magic","2026-03-31T23:10:00Z","Grayson Allen","player_threes","Under","2.5","2.23","DraftKings","2026-03-31 11:24:25"
"Phoenix Suns @ Orlando Magic","2026-03-31T23:10:00Z","Jalen Green","player_threes","Over","2.5","1.66","DraftKings","2026-03-31 11:24:25"
"Phoenix Suns @ Orlando Magic","2026-03-31T23:10:00Z","Jalen Green","player_threes","Under","2.5","2.14","DraftKings","2026-03-31 11:24:25"
"Phoenix Suns @ Orlando Magic","2026-03-31T23:10:00Z","Devin Booker","player_threes","Over","2.5","2.25","DraftKings","2026-03-31 11:24:25"
"Phoenix Suns @ Orlando Magic","2026-03-31T23:10:00Z","Devin Booker","player_threes","Under","2.5","1.6","DraftKings","2026-03-31 11:24:25"
"Phoenix Suns @ Orlando Magic","2026-03-31T23:10:00Z","Jalen Suggs","player_threes","Over","1.5","1.54","DraftKings","2026-03-31 11:24:25"
"Phoenix Suns @ Orlando Magic","2026-03-31T23:10:00Z","Jalen Suggs","player_threes","Under","1.5","2.4","DraftKings","2026-03-31 11:24:25"
"Phoenix Suns @ Orlando Magic","2026-03-31T23:10:00Z","Desmond Bane","player_threes","Over","1.5","1.55","DraftKings","2026-03-31 11:24:25"
"Phoenix Suns @ Orlando Magic","2026-03-31T23:10:00Z","Desmond Bane","player_threes","Under","1.5","2.36","DraftKings","2026-03-31 11:24:25"
"Phoenix Suns @ Orlando Magic","2026-03-31T23:10:00Z","Tristan da Silva","player_threes","Over","1.5","1.77","DraftKings","2026-03-31 11:24:25"
"Phoenix Suns @ Orlando Magic","2026-03-31T23:10:00Z","Tristan da Silva","player_threes","Under","1.5","1.99","DraftKings","2026-03-31 11:24:25"
"Phoenix Suns @ Orlando Magic","2026-03-31T23:10:00Z","Dillon Brooks","player_threes","Over","1.5","1.93","DraftKings","2026-03-31 11:24:25"
"Phoenix Suns @ Orlando Magic","2026-03-31T23:10:00Z","Dillon Brooks","player_threes","Under","1.5","1.82","DraftKings","2026-03-31 11:24:25"
"Phoenix Suns @ Orlando Magic","2026-03-31T23:10:00Z","Jevon Carter","player_threes","Over","1.5","2.22","DraftKings","2026-03-31 11:24:25"
"Phoenix Suns @ Orlando Magic","2026-03-31T23:10:00Z","Jevon Carter","player_threes","Under","1.5","1.62","DraftKings","2026-03-31 11:24:25"
"Phoenix Suns @ Orlando Magic","2026-03-31T23:10:00Z","Paolo Banchero","player_threes","Over","1.5","2.5","DraftKings","2026-03-31 11:24:25"
"Phoenix Suns @ Orlando Magic","2026-03-31T23:10:00Z","Paolo Banchero","player_threes","Under","1.5","1.5","DraftKings","2026-03-31 11:24:25"
"Phoenix Suns @ Orlando Magic","2026-03-31T23:10:00Z","Jalen Suggs","player_assists","Over","5.5","2.15","BetRivers","2026-03-31 11:24:25"
"Phoenix Suns @ Orlando Magic","2026-03-31T23:10:00Z","Jalen Suggs","player_assists","Under","5.5","1.64","BetRivers","2026-03-31 11:24:25"
"Phoenix Suns @ Orlando Magic","2026-03-31T23:10:00Z","Oso Ighodaro","player_assists","Over","2.5","1.63","BetRivers","2026-03-31 11:24:25"
"Phoenix Suns @ Orlando Magic","2026-03-31T23:10:00Z","Oso Ighodaro","player_assists","Under","2.5","2.16","BetRivers","2026-03-31 11:24:25"
"Phoenix Suns @ Orlando Magic","2026-03-31T23:10:00Z","Paolo Banchero","player_assists","Over","5.5","2.17","BetRivers","2026-03-31 11:24:25"
"Phoenix Suns @ Orlando Magic","2026-03-31T23:10:00Z","Paolo Banchero","player_assists","Under","5.5","1.63","BetRivers","2026-03-31 11:24:25"
"Phoenix Suns @ Orlando Magic","2026-03-31T23:10:00Z","Desmond Bane","player_assists","Over","3.5","1.64","BetRivers","2026-03-31 11:24:25"
"Phoenix Suns @ Orlando Magic","2026-03-31T23:10:00Z","Desmond Bane","player_assists","Under","3.5","2.15","BetRivers","2026-03-31 11:24:25"
"Phoenix Suns @ Orlando Magic","2026-03-31T23:10:00Z","Collin Gillespie","player_assists","Over","4.5","2.25","BetRivers","2026-03-31 11:24:25"
"Phoenix Suns @ Orlando Magic","2026-03-31T23:10:00Z","Collin Gillespie","player_assists","Under","4.5","1.57","BetRivers","2026-03-31 11:24:25"
"Phoenix Suns @ Orlando Magic","2026-03-31T23:10:00Z","Jalen Green","player_assists","Over","3.5","2.2","BetRivers","2026-03-31 11:24:25"
"Phoenix Suns @ Orlando Magic","2026-03-31T23:10:00Z","Jalen Green","player_assists","Under","3.5","1.61","BetRivers","2026-03-31 11:24:25"
"Phoenix Suns @ Orlando Magic","2026-03-31T23:10:00Z","Devin Booker","player_assists","Over","5.5","1.72","BetRivers","2026-03-31 11:24:25"
"Phoenix Suns @ Orlando Magic","2026-03-31T23:10:00Z","Devin Booker","player_assists","Under","5.5","2.02","BetRivers","2026-03-31 11:24:25"
"Phoenix Suns @ Orlando Magic","2026-03-31T23:10:00Z","Grayson Allen","player_assists","Over","3.5","2.25","BetRivers","2026-03-31 11:24:25"
"Phoenix Suns @ Orlando Magic","2026-03-31T23:10:00Z","Grayson Allen","player_assists","Under","3.5","1.57","BetRivers","2026-03-31 11:24:25"
"Phoenix Suns @ Orlando Magic","2026-03-31T23:10:00Z","Wendell Carter Jr","player_points","Over","10.5","1.83","BetRivers","2026-03-31 11:24:25"
"Phoenix Suns @ Orlando Magic","2026-03-31T23:10:00Z","Wendell Carter Jr","player_points","Under","10.5","1.88","BetRivers","2026-03-31 11:24:25"
"Phoenix Suns @ Orlando Magic","2026-03-31T23:10:00Z","Jevon Carter","player_points","Over","6.5","1.92","BetRivers","2026-03-31 11:24:25"
"Phoenix Suns @ Orlando Magic","2026-03-31T23:10:00Z","Jevon Carter","player_points","Under","6.5","1.8","BetRivers","2026-03-31 11:24:25"
"Phoenix Suns @ Orlando Magic","2026-03-31T23:10:00Z","Jalen Suggs","player_points","Over","13.5","1.71","BetRivers","2026-03-31 11:24:25"
"Phoenix Suns @ Orlando Magic","2026-03-31T23:10:00Z","Jalen Suggs","player_points","Under","13.5","2.05","BetRivers","2026-03-31 11:24:25"
"Phoenix Suns @ Orlando Magic","2026-03-31T23:10:00Z","Wendell Carter Jr","player_points","Over","11.5","2.14","BetRivers","2026-03-31 11:24:25"
"Phoenix Suns @ Orlando Magic","2026-03-31T23:10:00Z","Wendell Carter Jr","player_points","Under","11.5","1.64","BetRivers","2026-03-31 11:24:25"
"Phoenix Suns @ Orlando Magic","2026-03-31T23:10:00Z","Tristan da Silva","player_points","Over","10.5","1.79","BetRivers","2026-03-31 11:24:25"
"Phoenix Suns @ Orlando Magic","2026-03-31T23:10:00Z","Tristan da Silva","player_points","Under","10.5","1.93","BetRivers","2026-03-31 11:24:25"
"Phoenix Suns @ Orlando Magic","2026-03-31T23:10:00Z","Desmond Bane","player_points","Over","20.5","2.0","BetRivers","2026-03-31 11:24:25"
"Phoenix Suns @ Orlando Magic","2026-03-31T23:10:00Z","Desmond Bane","player_points","Under","20.5","1.74","BetRivers","2026-03-31 11:24:25"
"Phoenix Suns @ Orlando Magic","2026-03-31T23:10:00Z","Desmond Bane","player_points","Over","19.5","1.79","BetRivers","2026-03-31 11:24:25"
"Phoenix Suns @ Orlando Magic","2026-03-31T23:10:00Z","Desmond Bane","player_points","Under","19.5","1.93","BetRivers","2026-03-31 11:24:25"
"Phoenix Suns @ Orlando Magic","2026-03-31T23:10:00Z","Jalen Suggs","player_points","Over","15.5","2.23","BetRivers","2026-03-31 11:24:25"
"Phoenix Suns @ Orlando Magic","2026-03-31T23:10:00Z","Jalen Suggs","player_points","Under","15.5","1.6","BetRivers","2026-03-31 11:24:25"
"Phoenix Suns @ Orlando Magic","2026-03-31T23:10:00Z","Paolo Banchero","player_points","Over","22.5","1.83","BetRivers","2026-03-31 11:24:25"
"Phoenix Suns @ Orlando Magic","2026-03-31T23:10:00Z","Paolo Banchero","player_points","Under","22.5","1.89","BetRivers","2026-03-31 11:24:25"
"Phoenix Suns @ Orlando Magic","2026-03-31T23:10:00Z","Jalen Suggs","player_points","Over","14.5","1.93","BetRivers","2026-03-31 11:24:25"
"Phoenix Suns @ Orlando Magic","2026-03-31T23:10:00Z","Jalen Suggs","player_points","Under","14.5","1.79","BetRivers","2026-03-31 11:24:25"
"Phoenix Suns @ Orlando Magic","2026-03-31T23:10:00Z","Jevon Carter","player_points","Over","5.5","1.6","BetRivers","2026-03-31 11:24:25"
"Phoenix Suns @ Orlando Magic","2026-03-31T23:10:00Z","Jevon Carter","player_points","Under","5.5","2.2","BetRivers","2026-03-31 11:24:25"
"Phoenix Suns @ Orlando Magic","2026-03-31T23:10:00Z","Desmond Bane","player_points","Over","18.5","1.6","BetRivers","2026-03-31 11:24:25"
"Phoenix Suns @ Orlando Magic","2026-03-31T23:10:00Z","Desmond Bane","player_points","Under","18.5","2.2","BetRivers","2026-03-31 11:24:25"
"Phoenix Suns @ Orlando Magic","2026-03-31T23:10:00Z","Dillon Brooks","player_points","Over","14.5","2.12","BetRivers","2026-03-31 11:24:25"
"Phoenix Suns @ Orlando Magic","2026-03-31T23:10:00Z","Dillon Brooks","player_points","Under","14.5","1.65","BetRivers","2026-03-31 11:24:25"
"Phoenix Suns @ Orlando Magic","2026-03-31T23:10:00Z","Dillon Brooks","player_points","Over","12.5","1.62","BetRivers","2026-03-31 11:24:25"
"Phoenix Suns @ Orlando Magic","2026-03-31T23:10:00Z","Dillon Brooks","player_points","Under","12.5","2.18","BetRivers","2026-03-31 11:24:25"
"Phoenix Suns @ Orlando Magic","2026-03-31T23:10:00Z","Paolo Banchero","player_points","Over","21.5","1.65","BetRivers","2026-03-31 11:24:25"
"Phoenix Suns @ Orlando Magic","2026-03-31T23:10:00Z","Paolo Banchero","player_points","Under","21.5","2.14","BetRivers","2026-03-31 11:24:25"
"Phoenix Suns @ Orlando Magic","2026-03-31T23:10:00Z","Jalen Green","player_points","Over","22.5","2.12","BetRivers","2026-03-31 11:24:25"
"Phoenix Suns @ Orlando Magic","2026-03-31T23:10:00Z","Jalen Green","player_points","Under","22.5","1.66","BetRivers","2026-03-31 11:24:25"
"Phoenix Suns @ Orlando Magic","2026-03-31T23:10:00Z","Devin Booker","player_points","Over","27.5","2.06","BetRivers","2026-03-31 11:24:25"
"Phoenix Suns @ Orlando Magic","2026-03-31T23:10:00Z","Devin Booker","player_points","Under","27.5","1.7","BetRivers","2026-03-31 11:24:25"
"Phoenix Suns @ Orlando Magic","2026-03-31T23:10:00Z","Jalen Green","player_points","Over","20.5","1.71","BetRivers","2026-03-31 11:24:25"
"Phoenix Suns @ Orlando Magic","2026-03-31T23:10:00Z","Jalen Green","player_points","Under","20.5","2.04","BetRivers","2026-03-31 11:24:25"
"Phoenix Suns @ Orlando Magic","2026-03-31T23:10:00Z","Devin Booker","player_points","Over","25.5","1.7","BetRivers","2026-03-31 11:24:25"
"Phoenix Suns @ Orlando Magic","2026-03-31T23:10:00Z","Devin Booker","player_points","Under","25.5","2.06","BetRivers","2026-03-31 11:24:25"
"Phoenix Suns @ Orlando Magic","2026-03-31T23:10:00Z","Devin Booker","player_points","Over","26.5","1.87","BetRivers","2026-03-31 11:24:25"
"Phoenix Suns @ Orlando Magic","2026-03-31T23:10:00Z","Devin Booker","player_points","Under","26.5","1.85","BetRivers","2026-03-31 11:24:25"
"Phoenix Suns @ Orlando Magic","2026-03-31T23:10:00Z","Oso Ighodaro","player_points","Over","8.5","1.82","BetRivers","2026-03-31 11:24:25"
"Phoenix Suns @ Orlando Magic","2026-03-31T23:10:00Z","Oso Ighodaro","player_points","Under","8.5","1.89","BetRivers","2026-03-31 11:24:25"
"Phoenix Suns @ Orlando Magic","2026-03-31T23:10:00Z","Jalen Green","player_points","Over","21.5","1.88","BetRivers","2026-03-31 11:24:25"
"Phoenix Suns @ Orlando Magic","2026-03-31T23:10:00Z","Jalen Green","player_points","Under","21.5","1.83","BetRivers","2026-03-31 11:24:25"
"Phoenix Suns @ Orlando Magic","2026-03-31T23:10:00Z","Oso Ighodaro","player_points","Over","9.5","2.08","BetRivers","2026-03-31 11:24:25"
"Phoenix Suns @ Orlando Magic","2026-03-31T23:10:00Z","Oso Ighodaro","player_points","Under","9.5","1.68","BetRivers","2026-03-31 11:24:25"
"Phoenix Suns @ Orlando Magic","2026-03-31T23:10:00Z","Collin Gillespie","player_points","Over","11.5","1.74","BetRivers","2026-03-31 11:24:25"
"Phoenix Suns @ Orlando Magic","2026-03-31T23:10:00Z","Collin Gillespie","player_points","Under","11.5","2.0","BetRivers","2026-03-31 11:24:25"
"Phoenix Suns @ Orlando Magic","2026-03-31T23:10:00Z","Collin Gillespie","player_points","Over","12.5","1.97","BetRivers","2026-03-31 11:24:25"
"Phoenix Suns @ Orlando Magic","2026-03-31T23:10:00Z","Collin Gillespie","player_points","Under","12.5","1.75","BetRivers","2026-03-31 11:24:25"
"Phoenix Suns @ Orlando Magic","2026-03-31T23:10:00Z","Grayson Allen","player_points","Over","13.5","1.75","BetRivers","2026-03-31 11:24:25"
"Phoenix Suns @ Orlando Magic","2026-03-31T23:10:00Z","Grayson Allen","player_points","Under","13.5","1.97","BetRivers","2026-03-31 11:24:25"
"Phoenix Suns @ Orlando Magic","2026-03-31T23:10:00Z","Tristan da Silva","player_points","Over","11.5","2.08","BetRivers","2026-03-31 11:24:25"
"Phoenix Suns @ Orlando Magic","2026-03-31T23:10:00Z","Tristan da Silva","player_points","Under","11.5","1.68","BetRivers","2026-03-31 11:24:25"
